1;128;POHeavyRush;POLightRushLightDefenseRangedDefenseWorkerDefense
1;128;EconomyRush;LightDefenseRangedDefense
-0.585586;128;EconomyRush;POHeavyRushPORangedRushRangedDefenseEconomyMilitaryRush
0.926829;128;POWorkerRush;POLightRushPORangedRushWorkerDefenseEconomyMilitaryRush
-0.651246;128;EconomyRush;WorkerDefenseEconomyMilitaryRush
1;128;PORangedRush;LightDefenseEconomyMilitaryRush
0.898551;128;PORangedRush;WorkerRushPlusPlusPOLightRushPORangedRushLightDefense
0.913043;128;POHeavyRush;POHeavyRush
-0.551155;128;EconomyRush;PORangedRushLightDefenseRangedDefense
-0.578348;128;EconomyRush;RangedDefense
1;128;POWorkerRush;POLightRushRangedDefenseWorkerDefense
1;128;POWorkerRush;POLightRushPOHeavyRushLightDefenseEconomyMilitaryRush
0.937008;128;PORangedRush;POHeavyRushPORangedRushWorkerDefenseEconomyMilitaryRush
0.356643;128;POWorkerRush;POHeavyRushPORangedRushLightDefenseWorkerDefense
1;128;POWorkerRush;PORangedRushRangedDefenseEconomyMilitaryRush
1;128;EconomyRush;POLightRushLightDefenseEconomyMilitaryRush
1;128;POWorkerRush;POLightRushPOHeavyRushRangedDefense
1;128;POHeavyRush;POLightRushPORangedRushLightDefenseRangedDefense
1;128;POWorkerRush;PORangedRushRangedDefenseWorkerDefenseEconomyMilitaryRush
1;128;POHeavyRush;POHeavyRushLightDefense
0.898551;128;PORangedRush;POLightRushPOHeavyRushPORangedRushEconomyMilitaryRush
0.877863;128;EconomyRush;POLightRushPORangedRush
-0.270588;128;POLightRush;WorkerRushPlusPlusPORangedRushRangedDefense
-0.33101;128;EconomyRush;WorkerRushPlusPlusPOHeavyRushPORangedRush
1;128;PORangedRush;POHeavyRushLightDefenseWorkerDefense
1;128;POWorkerRush;POLightRushLightDefenseRangedDefense
-0.550173;128;EconomyRush;WorkerRushPlusPlusPORangedRushEconomyMilitaryRush
0.963801;128;POLightRush;WorkerRushPlusPlusPOHeavyRushRangedDefense
1;128;EconomyRush;WorkerRushPlusPlusLightDefenseRangedDefenseEconomyMilitaryRush
0.940299;128;POLightRush;POLightRush
1;128;POLightRush;PORangedRushEconomyMilitaryRush
1;128;POHeavyRush;LightDefenseWorkerDefense
0.674074;128;EconomyRush;POLightRushPOHeavyRushLightDefense
-0.652174;128;EconomyRush;WorkerRushPlusPlusPOLightRushRangedDefenseWorkerDefense
1;128;POLightRush;PORangedRushWorkerDefenseEconomyMilitaryRush
1;128;POWorkerRush;PORangedRushWorkerDefense
1;128;PORangedRush;PORangedRushLightDefenseWorkerDefense
0.340659;128;EconomyRush;WorkerRushPlusPlusPOLightRushPOHeavyRushLightDefense
1;128;POLightRush;POHeavyRushRangedDefense
0.607843;128;POHeavyRush;WorkerRushPlusPlusPOHeavyRushPORangedRushRangedDefense
-0.402985;128;EconomyRush;POHeavyRushLightDefenseRangedDefenseWorkerDefense
0.898551;128;PORangedRush;POLightRushPOHeavyRushLightDefenseRangedDefense
1;128;POLightRush;LightDefenseRangedDefenseWorkerDefenseEconomyMilitaryRush
0.836066;128;POLightRush;WorkerRushPlusPlusPOHeavyRushRangedDefenseEconomyMilitaryRush
0.964758;128;PORangedRush;LightDefenseWorkerDefenseEconomyMilitaryRush
1;128;POLightRush;POHeavyRushLightDefenseRangedDefense
-0.367742;128;POLightRush;WorkerRushPlusPlusRangedDefenseWorkerDefense
1;128;POHeavyRush;WorkerRushPlusPlusPOHeavyRushLightDefenseWorkerDefense
1;128;POHeavyRush;WorkerDefenseEconomyMilitaryRush
1;128;PORangedRush;LightDefenseRangedDefenseEconomyMilitaryRush
1;128;POWorkerRush;POLightRushPOHeavyRushLightDefenseWorkerDefense
0.895833;128;EconomyRush;POHeavyRush
-0.337838;128;POLightRush;WorkerRushPlusPlusPOLightRushLightDefenseWorkerDefense
1;128;POHeavyRush;LightDefenseRangedDefense
0.607843;128;POHeavyRush;POHeavyRushPORangedRushRangedDefenseEconomyMilitaryRush
1;128;EconomyRush;POLightRushLightDefenseRangedDefenseWorkerDefense
1;128;POWorkerRush;POLightRushPOHeavyRush
0.0563381;128;POHeavyRush;PORangedRushLightDefenseRangedDefense
1;128;POWorkerRush;PORangedRushLightDefenseWorkerDefenseEconomyMilitaryRush
1;128;POLightRush;WorkerRushPlusPlusPOLightRushLightDefense
0.0563381;128;POHeavyRush;RangedDefense
1;128;POHeavyRush;POLightRushLightDefenseEconomyMilitaryRush
0.968;128;EconomyRush;POLightRushPORangedRushLightDefenseRangedDefense
0.921053;128;PORangedRush;LightDefense
0.965217;128;PORangedRush;WorkerRushPlusPlusPOLightRushPOHeavyRushEconomyMilitaryRush
1;128;POHeavyRush;WorkerRushPlusPlusPOHeavyRushPORangedRush
0.961089;128;POWorkerRush;POHeavyRushRangedDefenseEconomyMilitaryRush
0.90411;128;PORangedRush;POLightRushPORangedRushWorkerDefense
1;128;POHeavyRush;WorkerRushPlusPlusPORangedRushEconomyMilitaryRush
0.125;128;EconomyRush;POHeavyRushLightDefense
1;128;POHeavyRush;POLightRushPORangedRush
1;128;POLightRush;POHeavyRushLightDefenseRangedDefenseEconomyMilitaryRush
0.976879;128;POHeavyRush;WorkerRushPlusPlusLightDefenseRangedDefenseEconomyMilitaryRush
0.898551;128;PORangedRush;POLightRushLightDefenseWorkerDefenseEconomyMilitaryRush
0.972973;128;POLightRush;POLightRushLightDefenseWorkerDefense
-0.869565;128;PORangedRush;RandomBiasedAI
1;128;POWorkerRush;WorkerRushPlusPlusLightDefenseRangedDefense
-0.270588;128;POLightRush;POLightRushPORangedRushRangedDefenseWorkerDefense
-0.337838;128;POLightRush;WorkerRushPlusPlusPORangedRushWorkerDefenseEconomyMilitaryRush
0.72028;128;EconomyRush;LightDefenseWorkerDefense
1;128;POWorkerRush;WorkerRushPlusPlusPORangedRushLightDefense
1;128;POHeavyRush;WorkerRushPlusPlusPOLightRushRangedDefenseWorkerDefense
1;128;POHeavyRush;POLightRushPOHeavyRushLightDefense
1;128;POWorkerRush;POHeavyRushPORangedRushWorkerDefense
1;128;PORangedRush;WorkerRushPlusPlusPOLightRushLightDefenseEconomyMilitaryRush
0.917949;128;POHeavyRush;POHeavyRushLightDefenseRangedDefenseWorkerDefense
-0.363636;128;POLightRush;WorkerRushPlusPlusWorkerDefense
1;128;POHeavyRush;WorkerRushPlusPlusPOLightRushPOHeavyRushLightDefense
-0.0967742;128;POWorkerRush;WorkerRushPlusPlusPOHeavyRushPORangedRushLightDefense
1;128;PORangedRush;PORangedRushRangedDefenseWorkerDefense
1;128;POWorkerRush;WorkerRushPlusPlusWorkerDefenseEconomyMilitaryRush
-0.573487;128;EconomyRush;WorkerRushPlusPlusPOHeavyRushPORangedRushRangedDefense
-0.0798122;128;POLightRush;WorkerRushPlusPlusPOLightRushPOHeavyRushPORangedRush
1;128;POLightRush;RangedDefenseEconomyMilitaryRush
