596.491;8;POHeavyRush;LightDefenseRangedDefenseEMRDeterministico
486.568;8;POLightRush;POHeavyRushLightDefenseRangedDefenseWorkerDefense
522.982;8;EconomyRush;POWorkerRushPORangedRush
286.491;8;POWorkerRush;POWorkerRushPOLightRushWorkerDefense
295.83;8;POWorkerRush;LightDefenseWorkerDefenseHeavyDefense
361.85;8;POHeavyRush;POHeavyRushPORangedRushLightDefenseHeavyDefenseEMRDeterministico
522.982;8;EconomyRush;POWorkerRushRangedDefenseWorkerDefenseEMRDeterministico
196.491;8;POLightRush;POWorkerRushPOHeavyRushPORangedRushRangedDefenseHeavyDefense
10;8;POHeavyRush;POWorkerRushPORangedRushRangedDefenseWorkerDefenseHeavyDefense
246.491;8;POWorkerRush;POLightRushPORangedRushLightDefenseHeavyDefenseEMRDeterministico
1896.49;8;EconomyRush;PORangedRushWorkerDefenseHeavyDefense
176.569;8;POLightRush;POLightRushPOHeavyRushPORangedRushLightDefenseRangedDefense
10;8;POLightRush;LightDefenseRangedDefenseWorkerDefenseHeavyDefenseEMRDeterministico
186.491;8;POWorkerRush;WorkerDefenseHeavyDefense
40;8;PORangedRush;POHeavyRushLightDefenseWorkerDefenseHeavyDefense
276.491;8;POWorkerRush;POWorkerRushPORangedRushLightDefenseRangedDefense
683.76;8;PORangedRush;POLightRushRangedDefenseEMRDeterministico
482.982;8;POLightRush;POWorkerRushPOHeavyRush
439.282;8;PORangedRush;POWorkerRushPORangedRushLightDefenseRangedDefenseEMRDeterministico
-40;8;POWorkerRush;POWorkerRushPOLightRushPORangedRush
402.982;8;EconomyRush;POLightRushPORangedRushWorkerDefenseHeavyDefense
476.491;8;POWorkerRush;PORangedRushLightDefenseWorkerDefenseHeavyDefenseEMRDeterministico
316.491;8;EconomyRush;POLightRushPOHeavyRushHeavyDefense
10.1115;8;PORangedRush;POWorkerRushPOLightRushWorkerDefenseHeavyDefenseEMRDeterministico
688.284;8;POLightRush;POWorkerRushPOLightRushPORangedRushLightDefenseEMRDeterministico
210.661;8;POHeavyRush;POWorkerRushPOLightRushPORangedRushRangedDefense
497.623;8;PORangedRush;POWorkerRushPOLightRushPORangedRushLightDefenseRangedDefense
481.132;8;PORangedRush;POWorkerRushPOLightRushPORangedRushWorkerDefenseEMRDeterministico
583.06;8;EconomyRush;POWorkerRushPOLightRushPORangedRushRangedDefenseHeavyDefense
445.83;8;PORangedRush;POHeavyRushPORangedRushLightDefenseHeavyDefense
-40;8;POWorkerRush;POWorkerRushPOHeavyRushRangedDefense
10;8;POHeavyRush;POWorkerRushPOLightRushRangedDefenseHeavyDefense
596.491;8;POHeavyRush;LightDefenseEMRDeterministico
688.284;8;POLightRush;POLightRushPORangedRush
295.83;8;POWorkerRush;POLightRushPOHeavyRushLightDefenseWorkerDefenseHeavyDefense
596.491;8;POHeavyRush;LightDefenseRangedDefenseWorkerDefenseHeavyDefense
670;8;POWorkerRush;RangedDefenseEMRDeterministico
402.982;8;EconomyRush;POWorkerRushPOLightRushPORangedRushLightDefenseWorkerDefense
286.491;8;POWorkerRush;POWorkerRushPORangedRushWorkerDefense
398.207;8;POHeavyRush;POWorkerRushPOLightRushLightDefenseHeavyDefense
