540;24;PORangedRush;POHeavyRushLightDefenseRangedDefenseWorkerDefenseEMRDeterministico
30;24;POWorkerRush;POWorkerRushRangedDefense
1780;24;EconomyRush;PORangedRushRangedDefenseEMRDeterministico
1330;24;POWorkerRush;POLightRushWorkerDefenseEMRDeterministico
371.132;24;PORangedRush;POHeavyRushWorkerDefense
1020;24;POLightRush;POLightRushPOHeavyRushPORangedRushRangedDefenseHeavyDefense
1090;24;POWorkerRush;POWorkerRushPORangedRushHeavyDefenseEMRDeterministico
-10;24;POLightRush;POWorkerRushLightDefenseRangedDefenseWorkerDefense
1160;24;POWorkerRush;POLightRushPORangedRushWorkerDefenseHeavyDefenseEMRDeterministico
371.132;24;PORangedRush;POWorkerRushPOHeavyRushPORangedRushHeavyDefense
1130;24;POWorkerRush;LightDefenseWorkerDefense
820;24;PORangedRush;POWorkerRushPORangedRushRangedDefense
370;24;POLightRush;POWorkerRushPORangedRushLightDefenseWorkerDefenseEMRDeterministico
1020;24;POHeavyRush;POLightRushPOHeavyRushWorkerDefenseEMRDeterministico
331.132;24;EconomyRush;POLightRushPORangedRushLightDefenseEMRDeterministico
1060;24;PORangedRush;PORangedRushLightDefenseRangedDefenseWorkerDefenseHeavyDefense
1030;24;POLightRush;POWorkerRushLightDefenseHeavyDefense
40;24;PORangedRush;POWorkerRushPOLightRushLightDefenseEMRDeterministico
581.132;24;PORangedRush;POLightRushPORangedRushLightDefenseRangedDefenseHeavyDefense
1060;24;POHeavyRush;POHeavyRushPORangedRushWorkerDefenseHeavyDefenseEMRDeterministico
1530;24;POHeavyRush;POWorkerRushPORangedRushRangedDefenseHeavyDefenseEMRDeterministico
1020;24;POLightRush;POHeavyRushHeavyDefense
1090;24;POWorkerRush;POWorkerRushHeavyDefenseEMRDeterministico
1030;24;POHeavyRush;POWorkerRushPOHeavyRushPORangedRushLightDefense
1230;24;POHeavyRush;PORangedRushLightDefenseRangedDefenseHeavyDefenseEMRDeterministico
1140;24;POHeavyRush;PORangedRushLightDefenseEMRDeterministico
1150;24;POWorkerRush;POWorkerRushPOLightRushRangedDefense
1530;24;POLightRush;POWorkerRushPOHeavyRushPORangedRushRangedDefense
610.421;24;PORangedRush;POWorkerRushPOLightRushLightDefenseWorkerDefenseEMRDeterministico
331.132;24;EconomyRush;POLightRushPOHeavyRushLightDefenseHeavyDefense
1130;24;POWorkerRush;POHeavyRushLightDefense
250;24;PORangedRush;POWorkerRushLightDefenseRangedDefenseWorkerDefenseEMRDeterministico
1530;24;POHeavyRush;POWorkerRushPOHeavyRushPORangedRushLightDefenseRangedDefense
1530;24;POHeavyRush;POLightRushPOHeavyRushPORangedRushRangedDefenseWorkerDefense
1090;24;POWorkerRush;POWorkerRushPOHeavyRushWorkerDefenseHeavyDefenseEMRDeterministico
0;24;EconomyRush;POWorkerRushPORangedRushLightDefenseEMRDeterministico
1020;24;POHeavyRush;POLightRushLightDefenseRangedDefense
1020;24;POLightRush;POLightRushPOHeavyRushPORangedRushWorkerDefense
403.06;24;EconomyRush;POHeavyRushLightDefenseRangedDefenseHeavyDefenseEMRDeterministico
360;24;POHeavyRush;WorkerDefenseHeavyDefenseEMRDeterministico
1020;24;POLightRush;POLightRushPORangedRushHeavyDefenseEMRDeterministico
426.491;24;PORangedRush;POHeavyRushLightDefenseWorkerDefenseEMRDeterministico
83.354;24;POWorkerRush;POWorkerRushPOLightRushWorkerDefenseEMRDeterministico
1020;24;POHeavyRush;POWorkerRushPOLightRushPORangedRushLightDefenseHeavyDefense
-130;24;PORangedRush;POWorkerRushLightDefenseWorkerDefenseHeavyDefense
1020;24;POHeavyRush;POLightRushPOHeavyRushRangedDefense
1020;24;POHeavyRush;POLightRushLightDefenseEMRDeterministico
2160;24;EconomyRush;POLightRushPORangedRushRangedDefenseWorkerDefenseEMRDeterministico
1130;24;POWorkerRush;POLightRushPORangedRushLightDefenseRangedDefense
-50;24;PORangedRush;POWorkerRushPOLightRushPORangedRushHeavyDefense
1020;24;POHeavyRush;POHeavyRushPORangedRushLightDefenseWorkerDefense
466.491;24;EconomyRush;POHeavyRushWorkerDefenseHeavyDefense
660;24;PORangedRush;POWorkerRushPOHeavyRushPORangedRushRangedDefenseEMRDeterministico
236.491;24;POHeavyRush;POWorkerRushPOHeavyRushWorkerDefenseEMRDeterministico
736.491;24;EconomyRush;POHeavyRushPORangedRushLightDefenseRangedDefenseWorkerDefense
-10;24;POLightRush;POWorkerRushEMRDeterministico
543.06;24;EconomyRush;POHeavyRushPORangedRushLightDefenseEMRDeterministico
1020;24;POLightRush;POHeavyRushRangedDefenseHeavyDefenseEMRDeterministico
1130;24;POWorkerRush;HeavyDefenseEMRDeterministico
1030;24;POHeavyRush;POWorkerRushPOHeavyRushLightDefense
160;24;PORangedRush;RangedDefenseWorkerDefenseEMRDeterministico
240;24;POHeavyRush;POWorkerRushPOHeavyRushRangedDefenseEMRDeterministico
394.775;24;EconomyRush;POHeavyRushPORangedRushRangedDefenseHeavyDefenseEMRDeterministico
1020;24;POLightRush;POHeavyRushLightDefenseHeavyDefenseEMRDeterministico
1020;24;POLightRush;POWorkerRushPOLightRushPOHeavyRushLightDefenseRangedDefense
371.132;24;PORangedRush;POWorkerRushPOHeavyRushPORangedRushWorkerDefenseHeavyDefense
336.491;24;EconomyRush;POLightRushPOHeavyRushLightDefenseEMRDeterministico
1130;24;POWorkerRush;POLightRushPOHeavyRushRangedDefenseHeavyDefense
581.132;24;PORangedRush;LightDefenseRangedDefenseWorkerDefense
866.491;24;EconomyRush;POWorkerRushPOLightRushPOHeavyRushWorkerDefense
1090;24;POWorkerRush;POWorkerRushRangedDefenseWorkerDefenseHeavyDefenseEMRDeterministico
1020;24;POHeavyRush;POHeavyRushPORangedRushWorkerDefense
-10;24;POLightRush;POWorkerRushLightDefenseWorkerDefense
456.491;24;PORangedRush;POHeavyRushPORangedRushWorkerDefenseEMRDeterministico
331.132;24;EconomyRush;POLightRushPOHeavyRushEMRDeterministico
1020;24;POHeavyRush;POLightRushPOHeavyRushPORangedRushLightDefenseWorkerDefense
1380;24;POWorkerRush;POHeavyRushPORangedRushRangedDefenseWorkerDefenseHeavyDefense
2040;24;EconomyRush;PORangedRushWorkerDefense
1030;24;POHeavyRush;POWorkerRushPOLightRushRangedDefenseWorkerDefenseHeavyDefense
1130;24;POWorkerRush;POLightRushPOHeavyRushLightDefense
