2645.44;16;POWorkerRush;POWorkerRushPOLightRushLightDefenseWorkerDefense
1846.57;16;EconomyRush;POWorkerRushPOLightRushPOHeavyRushLightDefenseEMRDeterministico
3804.33;16;EconomyRush;POHeavyRushLightDefenseRangedDefenseEMRDeterministico
101.716;16;POLightRush;LightDefenseRangedDefenseHeavyDefenseEMRDeterministico
240;16;POLightRush;POWorkerRushPOHeavyRushPORangedRushRangedDefenseWorkerDefense
-80;16;POLightRush;POWorkerRushLightDefenseEMRDeterministico
316.569;16;POLightRush;POLightRushLightDefenseRangedDefenseHeavyDefenseEMRDeterministico
2645.44;16;POWorkerRush;POWorkerRushRangedDefenseWorkerDefenseHeavyDefense
1494.28;16;EconomyRush;PORangedRushHeavyDefenseEMRDeterministico
1176.49;16;EconomyRush;PORangedRushEMRDeterministico
281.132;16;PORangedRush;POWorkerRushPOHeavyRushPORangedRushLightDefenseHeavyDefense
10;16;POLightRush;POWorkerRushPOHeavyRushPORangedRushLightDefenseWorkerDefense
25.359;16;POLightRush;RangedDefense
20;16;POLightRush;LightDefenseWorkerDefenseHeavyDefenseEMRDeterministico
1340;16;POWorkerRush;PORangedRushLightDefenseWorkerDefenseHeavyDefense
280;16;EconomyRush;POWorkerRushRangedDefenseWorkerDefense
316.569;16;POLightRush;LightDefenseRangedDefenseHeavyDefense
830.606;16;PORangedRush;POLightRushPOHeavyRushRangedDefenseWorkerDefenseEMRDeterministico
1140.69;16;EconomyRush;POWorkerRushPOHeavyRushRangedDefenseWorkerDefense
-50;16;PORangedRush;POWorkerRushPORangedRushLightDefense
316.569;16;POLightRush;LightDefenseRangedDefense
1006.34;16;PORangedRush;PORangedRushRangedDefense
710;16;POWorkerRush;POHeavyRushPORangedRushLightDefense
710;16;POWorkerRush;POLightRushPOHeavyRushPORangedRush
1140.69;16;EconomyRush;POWorkerRushPORangedRushLightDefenseWorkerDefense
1191.93;16;POHeavyRush;POWorkerRushPORangedRushWorkerDefenseHeavyDefense
710;16;POWorkerRush;POWorkerRushPOHeavyRushLightDefenseWorkerDefenseHeavyDefense
301.132;16;PORangedRush;POWorkerRushLightDefenseRangedDefenseEMRDeterministico
710;16;POWorkerRush;POHeavyRushLightDefenseHeavyDefenseEMRDeterministico
710;16;POWorkerRush;POWorkerRushPOLightRushPOHeavyRushLightDefenseRangedDefense
1940.21;16;EconomyRush;POWorkerRushPOLightRushPOHeavyRushPORangedRushHeavyDefense
1701.65;16;EconomyRush;POHeavyRushLightDefenseRangedDefense
524.775;16;POLightRush;POLightRushPOHeavyRushRangedDefenseHeavyDefense
301.132;16;PORangedRush;POWorkerRushPOLightRushEMRDeterministico
1701.65;16;EconomyRush;POHeavyRushPORangedRushLightDefenseWorkerDefenseHeavyDefense
1458.95;16;POHeavyRush;POLightRushPOHeavyRushLightDefenseRangedDefenseWorkerDefense
-140.661;16;PORangedRush;POWorkerRushPORangedRushRangedDefenseEMRDeterministico
316.491;16;EconomyRush;POWorkerRushLightDefense
243.509;16;POLightRush;POWorkerRushRangedDefenseWorkerDefenseHeavyDefenseEMRDeterministico
40;16;POWorkerRush;POWorkerRushLightDefenseWorkerDefense
1140.69;16;EconomyRush;POWorkerRushLightDefenseWorkerDefenseEMRDeterministico
1317.68;16;POHeavyRush;POLightRushPOHeavyRushPORangedRushEMRDeterministico
1191.93;16;POHeavyRush;POWorkerRushPOLightRushPORangedRushWorkerDefense
1940.21;16;EconomyRush;POHeavyRushRangedDefense
2018.95;16;POHeavyRush;POLightRushPORangedRushRangedDefenseWorkerDefense
